NA,"Ways to quantify @PHENOMENA$ : @QUALITY$ open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge average of the five highest five minute intensities open field ( vaisala ) -- average of the five highest five minute intensities ( vaisala ) -- measured by the vaisala sensor Precipitation ( am_t ) , millimeter am_t Precipitation measured at the climate station or locally within sites ."
NA,"Indicators : Access to electricity , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Arable land , Bird species , CO2 emissions , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from solid fuel consumption , Capture fisheries production , Coal rents , Energy related methane emissions , Fish species , Forest area , Forest rents , Land area , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , Plant species , Population living in areas where elevation is below 5 meters , Renewable electricity output , @PHENOMENA$ , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , @ENVIRONMENT$ where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters Methodology - Registry"
NA,"Given limitations in using @QUALITY$ to predict ecological performance of @ORGANISM$ , recent advances using tolerances of low resource availability as plant functional traits are revealing the often hidden roles these factors have in structuring communities and are becoming central to classifying plants ecologically ."
NA,"-- - Crown length is calculated as the total tree height minus the height of the bifurcation point , The crown ratio was calculated as crown length divided by the total height of the @ORGANISM$ ( rd : @QUALITY$ ) dimensionless real Crown architecture Crown radii in the eight subcardinal directions were determined by means of a crown mirror ."
have,"The Gutianshan NNR has an @QUALITY$ of approximately 81 km2 and was initially established as a National @ENVIRONMENT$ in 1975 and became a National Nature Reserve in 2001 no organisms , only vegetated and bare plots The splash cups consist of a PE flask to which a carrier system has been attached ."
NA,"CSPs : Soil lipid biomass ; fungi and @ORGANISM$ , 12 CSPs , overview /datasets/206 ASCII 1 column , Successional age of a @ENVIRONMENT$ plot ( Age ) , Age Successional stage describes the amount of time a given forest had to grow without further disturbance ."
influence,"Biodiversity is considered to mitigate detrimental impacts of climate change on the functioning of @ENVIRONMENT$ , such as @PHENOMENA$ in forest productivity ."
NA,A review of malaria transmission dynamics in @ENVIRONMENT$ Malaria continues to be a major health problem in more than 100 endemic @LOCATION$ located primarily in tropical and sub-tropical regions around the world .
NA,"Our results indicate that @MATTER$ pools and biodiversity show different recovery rates under passive , secondary succession and that colonization by undisturbed @ENVIRONMENT$ plant species is slow ."
NA,"In this study , we track the @PHENOMENA$ of plant polymers in leaf-cutter @ORGANISM$ fungus gardens and characterize the microbial community potentially mediating this process ."
NA,"Historical water use by the @QUALITY$ sector is related to patterns of @ORGANISM$ endangerment , where water resource regions with a greater fraction of available surface water withdrawn by hydropower or consumed by the energy sector correlated with higher probabilities of imperilment ."
NA,"It was measured in standing @ORGANISM$ , or snags , additional to the basal @QUALITY$ ; Diameter at breast height ; ; Datagroup description : Diameter at breast height ; Instrumentation : diameter tape , calliper ( derived from datagroup ) ; Instrumentation : diameter tape , calliper ( derived from datagroup ) ) dimensionless real Diameter at breast height Diameter of a tree , measured at 1.3 m height diameter at breast height ."
NA,"Using river fishes as model , we developed @ENVIRONMENT$ indicators that aim at integrating various components of biodiversity including interactions between @ORGANISM$ and ultimately the processes influencing ecosystem functions ."
NA,"The importance of urban areas for flower-visiting insects Insect @ORGANISM$ provide a crucial @ENVIRONMENT$ service , but are under threat ."
NA,"While urban pollinator assemblages were more homogeneous across space than those in farmland or @ENVIRONMENT$ , there was no significant difference in the numbers of rarer @ORGANISM$ between the three landscapes ."
have,The current study examined changes in @QUALITY$ and diversity associated with the conversion of natural habitats into @ENVIRONMENT$ .
NA,Retention cuts supported higher richness and a greater abundance of forest @ORGANISM$ than clearcuts as well as higher richness and @QUALITY$ of open-habitat species than un-harvested forests .
NA,"In a seminal study AndrÃÂ©n proposed the existence of a @QUALITY$ in the total amount of remnant @ENVIRONMENT$ , below which landscape-scale connectivity is eroded and local species richness and abundance become dependent on patch size ."
NA,"In addition , reductions in @ENVIRONMENT$ biomass may decrease the @QUALITY$ of interspecific interactions so that the enhanced effects of biodiversity on ecosystem processes can disappear well before species become extinct ."
NA,"Mind that the azimuth may have to be corrected given the date and location , since it depends on the magnetic field of the earth.CSP @MATTER$ tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , @QUALITY$ debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
NA,"( clay : @MATTER$ : < 2ÃŽÂ¼m ) dimensionless real Grain size distribution Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
influence,"Commands : as.taxo ( ) , divc ( ) ( estimator.ri06 : Estimated number of caterpillar OTUs ( Hill number 0 ) ) dimensionless real @QUALITY$ Taxon diversity can be given as @QUALITY$ , or other diversity indices ."
NA,"-- - 6 digit metal tags starting with 3 were also used for woody debris items Diameter at breast height ( DBH ) , centimeter DBH Diameter of a @ORGANISM$ , measured at 1.3 m height ( DBH : diameter at breast @QUALITY$ ."
NA,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Anja , can be given to a woody debris item or to a standing dead tree or snagCSP metal tag number ( @ORGANISM$ , @MATTER$ ) ; Datagroup description : CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
occur_in,"abundance ant CSP feeding guilt genus location pitfall traps species taxon Find the list of keywords here : CSP Trap Species Species_Tax Genus Subfamily Individuals List of headers of the data columns in this dataset This dataset can be used by any interested individual as long as the original publication is properly cited : Staab , M. , Schuldt , A. , Assmann , T. , Bruelheide , H. & Klein , A.M. ( 2014 ) : Ant community structure during @PHENOMENA$ in a subtropical forest in @LOCATION$ ."
NA,"( CWD_CSP : corrected ID of woody debris item , combination of the CSP @ENVIRONMENT$ name and the CWD_ID ) Woody debris items are @ORGANISM$ or parts of trees , such as fallen crowns , branches , etc ."
NA,Assessing biodiversity of a freshwater @ENVIRONMENT$ through non-destructive environmental barcoding of DNA from preservative @MATTER$ Background Characterizing biodiversity in a habitat or in targeted taxonomically or socioeconomically important groups remains a challenge .
NA,We propose that globally sea floor elevation has no effect on deep @ENVIRONMENT$ biomass ; pelagic plus @QUALITY$ is constant within a given surface productivity regime .
NA,The majority of the case studies was found in @ORGANISM$ and @ENVIRONMENT$ and was mainly concentrated in Europe and North America .
NA,"Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; rainfall amount open @ENVIRONMENT$ ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - @QUALITY$ ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge average rainfall intensity open field ( vaisala ) mm/h -- average rainfall intensity ( vaisala ) -- measured by the vaisala sensor Precipitation ( peak_v ) , millimeter per hour peak_v Precipitation measured at the climate station or locally within sites ."
NA,Relationship between Reproductive Allocation and Relative Abundance among 32 Species of a @ENVIRONMENT$ : Effects of Fertilization and Grazing Background Understanding the relationship between species @QUALITY$ and species abundance is an important goal in ecology and biodiversity science .
NA,"Mind that the azimuth may have to be corrected given the @QUALITY$ and location , since it depends on the magnetic field of the earth.CSP @MATTER$ tag number ( trees , woody debris ) ; Datagroup description : CSP metal tag number ( trees , woody debris ) ; Datagroup description : CSP tree individuals were marked mostly with metal tags but also additional tags were used ."
NA,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Disaster risk reduction progress score , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , People with basic handwashing facilities including soap and water , Plant species , Population living in areas where elevation is below 5 meters , Population living in slums , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected areas , Terrestrial protected areas , Total fisheries production , Total @ENVIRONMENT$ @MATTER$ emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators india"
NA,"Functional diversity of tree species Phylogenetic biodiversity ( phylo_div_rao ) , phylo_div_rao Phylogenetic biodiversity ( phylo_div_rao : Phylogenetic diversity of tree species ) dimensionless real Phylogenetic biodiversity Phylogenetic biodiversity Phylogenetic diversity of tree species Community Composition ( cwm_la ) , cwm_la Composition of the community ( cwm_la : Community-weighted mean of leaf area ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf area Community Composition ( cwm_sla ) , cwm_sla Composition of the community ( cwm_sla : Community-weighted mean of specific leaf area ) dimensionless real Community Composition Composition of the community Community-weighted mean of specific leaf area Community Composition ( cwm_ldmc ) , cwm_ldmc Composition of the community ( cwm_ldmc : Community-weighted mean of leaf dry matter content ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf dry matter content Community Composition ( cwm_n ) , cwm_n Composition of the community ( cwm_n : Community-weighted mean of leaf nitrogen ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf nitrogen Community Composition ( cwm_c ) , cwm_c Composition of the community ( cwm_c : Community-weighted mean of leaf carbon ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf carbon Community Composition ( cwm_cn ) , cwm_cn Composition of the community ( cwm_cn : Community-weighted mean of leaf C : N ratio ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf C : N ratio Community Composition ( cwm_leaftough ) , cwm_leaftough Composition of the community ( cwm_leaftough : Community-weighted mean of leaf toughness ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf toughness Community Composition ( cwm_treevol ) , cwm_treevol Composition of the community ( cwm_treevol : Community-weighted mean of tree wood volume ) dimensionless real Community Composition Composition of the community Community-weighted mean of tree wood volume Community Composition ( cwm_k ) , cwm_k Composition of the community ( cwm_k : Community-weighted mean of leaf potassium ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf potassium Community Composition ( cwm_mg ) , cwm_mg Composition of the community ( cwm_mg : Community-weighted mean of leaf magnesia ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf magnesia Community Composition ( cwm_ca ) , cwm_ca Composition of the community ( cwm_ca : Community-weighted mean of leaf calcium ) dimensionless real Community Composition Composition of the @ORGANISM$ Community-weighted mean of @MATTER$ Community Composition ( cwm_na ) , cwm_na Composition of the community ( cwm_na : Community-weighted mean of leaf sodium ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf sodium Community Composition ( cwm_p ) , cwm_p Composition of the community ( cwm_p : Community-weighted mean of leaf phosphorus ) dimensionless real Community Composition Composition of the community Community-weighted mean of leaf phosphorus yes 55"
influence,"Here , we investigated whether and how the effects of biodiversity mediated by non-trophic interactions among @ORGANISM$ vary according to community biomass and @PHENOMENA$ ."
NA,Ways to quantify @PHENOMENA$ : rainfall amount open field ( collecting bottle ) mmmeasured by a rainfall collecting bottle ; @QUALITY$ open field ( vaisala ) mmmeasured by the vaisala sensor -- - average rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( am_t : rainfall amount ( tipping-bucket ) mm -- rainfall amount ( tipping-bucket ) -- measured by the tipping-bucket rain gauge ) millimeter real Precipitation Precipitation measured at the climate station or locally within sites .
have,"This review discusses the recent advances in understanding ( i ) what causes variations in the density or relative @QUALITY$ of intestinal @ENVIRONMENT$ , ( ii ) what are the clinical consequences of these variations , and ( iii ) what are the perspectives for maintaining these markers at low levels ."
NA,"@QUALITY$ ( R2 #ERROR! 0.93 ) , @ENVIRONMENT$ height and cover ( 0.89 ) , species richness ( 0.87 ) , and stand age ( 0.85 ) were the best-described attributes by two-variable models ."
NA,"Species name ; Datagroup description : Scientific plant species name ; Source : @ORGANISM$ of China ; Datagroup description : @QUALITY$ Date time information ( Year_Collected ) , Year_Collected Date time information , given as year or as date or as date time ."
NA,"additional trees aluminium cadmium calcium carbon chemical leaf composition chrome cobalt copper date explanatory individual based values iron kalium LDMC lead leaf size leaf trait location magnesium Main Experiment manganese natrium nickel nitrogen phosphorus polyphenols sample identity shrub @ORGANISM$ shrub position SLA species stomata strontium sulfur @MATTER$ taxon tree individual tree position year zinc Find the list of keywords here : Samplecode Sample.Collector Species Year_Collected Exp_Site Exp_vicinity Exp_Plot Exp_Plot_Position TAG neighbour.tree_TAG shrub.TAG Leaf.fresh.weight Leaf.dry.weight LA SLA LDMC N C CN K Mg Ca Al Ca2 Fe K2 Mg2 Mn Na P S Zn Co Cu Pb Sr Cr Ni Cd214 Cd228 stomata.density average.length average.width Phenolics Tannin List of headers of the data columns in this dataset Prof. Helge Bruelheide , David Eichenberg , Wenzel KrÃƒÂ¶ber , Martin BÃƒÂ¶hnke , Christian Ristok Main Sites A and B of the experimantal plantations of BEF China 29Ã‚Â°08'-29Ã‚Â°11 29Ã‚Â°08'-29Ã‚Â°11 N 117Ã‚Â°90'-117Ã‚Â°93 117Ã‚Â°90'-117Ã‚Â°93 E 117.8998 118.1483 29.2852 29.10178 ######## ######## Tree and shrub species planted in the Main experiment of BEF China Tree and shrub species planted in the Main experiment of BEF China deichenberg hbruelheide wkroeber mboehnke Main Experiment : Leaf traits and chemicals from individual trees in the Main Experiment ( Site A & B ) Leaf traits and chemicals from tree species in the Main Experimental sites , including secondary compound ( total phenolic and tannin concentrations ) and information on stomata ."
NA,Environmental Gap Analysis to Prioritize Conservation Efforts in Eastern Africa Countries in eastern Africa have set aside significant proportions of their @ENVIRONMENT$ for @PHENOMENA$ .
NA,Ways to quantify precipitation : rainfall amount open field ( collecting bottle ) mmmeasured by a @PHENOMENA$ collecting bottle ; rainfall amount open field ( vaisala ) mmmeasured by the vaisala sensor -- - @QUALITY$ open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - peak rainfall intensity open field ( vaisala ) mm/hmeasured by the vaisala sensor -- - average of the five highest five minute intensities open field ( vaisala ) measured by the vaisala sensor -- - rainfall amount ( tipping-bucket ) mmmeasured by the tipping-bucket rain gauge -- - average rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge -- - peak rainfall intensity ( tipping-bucket ) mm/hmeasured by the tipping-bucket rain gauge ( top5_v : average of the five highest five minute intensities open field ( vaisala ) -- average of the five highest five minute intensities ( vaisala ) -- measured by the vaisala sensor ) dimensionless real Precipitation Precipitation measured at the climate station or locally within sites .
NA,"Main Experiment : Seedling addition experiment - growth and biomass data Markus Germany Alexandra Erfmeier Institute of Botany / Geobotany and Botanical Garden Martin Luther University Halle-Wittenberg Am Kirchtor 1 6108 @LOCATION$ 0345-55-26230 ######## en_US While coexistence in plant communities is frequently explained by effects of resource niche partitioning , the Janzen-Connell ( J-C ) hypothesis is an alternative approach that has been assumed as a major ecological mechanism explaining high species richness levels , in particular , in @ENVIRONMENT$ ."
NA,"-- - 6 digit metal tags starting with 3 were also used for woody debris items -- the reference file linking metal tags to tree individual tags is called `` Tree stem reference list for the Comparative Study Sites ( CSPs ) ) Silver ID given by Anja or Christian , can be given to a @ENVIRONMENT$ debris item or to a standing @ORGANISM$ or snagCSP metal tag number ( trees , woody debris ) , original entry ."
occur_in,######## 0:00:00 UTC - ######## 0:00:00 UTC We addressed this topic by using detailed data of twelve functional traits and annual growth for 529 individual @ORGANISM$ of 31 species at five species-richness levels in a large @ENVIRONMENT$ biodiversity experiment in south-east China from 4Ã¢â‚¬â€œ9 years after planting .
NA,"-- - Crown length is calculated as the total tree height minus the height of the bifurcation point , The crown ratio was calculated as crown length divided by the total height of the @ORGANISM$ ( cr_a : crown area ) dimensionless real Crown architecture @QUALITY$ in the eight subcardinal directions were determined by means of a crown mirror ."
have,"The patterns capture different aspects of forest dynamics and biodiversity structure , such as annual mortality rate , species richness , @ORGANISM$ @QUALITY$ distribution , beta-diversity and the speciesÃ¢â¬âarea relationship ( SAR ) ."
occur_in,"-- c ) Estimate turnover of CWD carbon depending on @ORGANISM$ , positioning and mortality i ) Indirect carbon balance approach : Calculate deadwood input ( I ) to the @ENVIRONMENT$ floor by combining chronosequence data on woody increment and biomass ."
NA,"Indicators : Access to clean fuels and technologies for cooking , Access to electricity , Adjusted net savings , Adjusted savings , Agricultural land , Agricultural methane emissions , Agricultural nitrous oxide emissions , Annual freshwater withdrawals , Aquaculture production , Arable land , Average precipitation in depth , Bird species , CO2 emissions , CO2 emissions from electricity and heat production , CO2 emissions from gaseous fuel consumption , CO2 emissions from liquid fuel consumption , CO2 emissions from manufacturing industries and construction , CO2 emissions from other sectors , CO2 emissions from residential buildings and commercial and public services , CO2 emissions from solid fuel consumption , CO2 emissions from transport , CO2 intensity , Capture fisheries production , Coal rents , Disaster risk reduction progress score , Droughts , Electricity production from oil , Electricity production from renewable sources , Energy intensity level of primary energy , Energy related methane emissions , Fish species , Forest area , Forest rents , GHG net emissions/removals by LUCF , HFC gas emissions , Land area , Land area where elevation is below 5 meters , Mammal species , Marine protected areas , Methane emissions , Methane emissions in energy sector , Mineral rents , Mortality rate attributed to household and ambient air pollution , Mortality rate attributed to unintentional poisoning , Mortality rate attributed to unsafe water , Natural gas rents , Nitrous oxide emissions , Nitrous oxide emissions in energy sector , Oil rents , Other greenhouse gas emissions , PFC gas emissions , PM2.5 air pollution , People practicing open defecation , People using at least basic drinking water services , People using at least basic sanitation services , People using safely managed drinking water services , People using safely managed sanitation services , People with basic handwashing facilities including soap and water , Plant species , Population living in areas where elevation is below 5 meters , Population living in slums , Renewable electricity output , Renewable energy consumption , Renewable internal freshwater resources , Renewable internal freshwater resources per capita , Rural land area , Rural land area where elevation is below 5 meters , Rural population living in areas where elevation is below 5 meters , SF6 gas emissions , Surface area , Terrestrial and marine protected @QUALITY$ , Terrestrial protected areas , Total fisheries production , Total greenhouse @MATTER$ emissions , Total natural resources rents , Urban land area , Urban land area where elevation is below 5 meters , Urban population living in areas where elevation is below 5 meters , Water productivity Methodology - Registry Source : Last updated at : ######## License - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Country Name string # string country_name country_iso3 Country ISO3 string # string country_iso3 year Year gyear # gYear year indicator_name Indicator Name string # string indicator_name indicator_code Indicator Code string # string indicator_code value Value number # decimal value data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators india"
occur_in,SUMMARY This data set shows point @LOCATION$ of @ORGANISM$ Conservation Areas .
NA,"-- - 6 digit metal tags starting with 3 were also used for @ENVIRONMENT$ debris items Diameter at breast height ( DBH ) , centimeter DBH Diameter of a @ORGANISM$ , measured at 1.3 m height ( DBH : diameter at breast height ."
NA,Results indicated that BDE-209 significantly affected the activities of @MATTER$ ( superoxide dismutase and catalase ) and enhanced the levels of malondialdehyde in both @ORGANISM$ .
NA,"Comparison of microbial populations in the small intestine , large intestine and feces of healthy horses using terminal restriction fragment length @PHENOMENA$ Background The composition of the @ORGANISM$ of the equine intestinal tract is complex ."
occur_in,"While some commonly imported @ORGANISM$ have been introduced into the @ENVIRONMENT$ of the USA ( as expected ) , we also found that some uncommon species in the trade have also been introduced ."
occur_in,"1/7/2008 0:00:00 UTC - ######## 0:00:00 UTC The Gutianshan National @ENVIRONMENT$ ( NNR ) is located in the western part of @LOCATION$ ( 29o8'18 29o8'18 Ã¢â‚¬â€œ 29o17'29 29o17'29 N , 118o2'14 118o2'14 Ã¢â‚¬â€œ 118o11'12 118o11'12 E , Fig ."
NA,"Comparison of microbial populations in the small intestine , large intestine and @MATTER$ of healthy @ORGANISM$ using terminal restriction fragment length polymorphism Background The composition of the microbiota of the equine intestinal tract is complex ."
have,"Commands : as.taxo ( ) , divc ( ) ( estimator.ri06 : Estimated number of @ORGANISM$ OTUs ( Hill number 0 ) ) dimensionless real @QUALITY$ Taxon diversity can be given as species richness , or other diversity indices ."
have,"BEF research plot where the @QUALITY$ of @ORGANISM$ x is estimated Abundance ( CSP03 ) , CSP03 Number of individuals determined for the respective category ."
influence,Here we conduct a species-level assessment of @PHENOMENA$ vulnerability for a sample of Australia s @ORGANISM$ and map the distribution of species affected by each factor driving climate change vulnerability across the continent .
occur_in,pkuehn tscholten cgeissler CSPs : Kinetic energy of raindrops at random positions in the CSPs Sand-filled splash cups were used to study the erosivity of @PHENOMENA$ and throughfall in the humid subtropics of @LOCATION$ in spring and summer 2010 .
NA,BEF-China Main Experiment 117.8998 118.1483 29.2852 29.10178 ######## ######## All EFN-visiting @ORGANISM$ All EFN-visiting arthropods mstaab aklein jpeters Main Experiment : Visitors of @MATTER$ ( 2012 ) Trees with extrafloral nectaries ( EFN ) are common in tropical and subtropical forests and the presence of EFN trees within a tree community may influence tree growth .
NA,"Creating a genuine evolutionary @ENVIRONMENT$ ecology that links the evolution of species traits at the individual level , the dynamics of @ORGANISM$ interactions , and the overall functioning of ecosystems would give new impetus to this much-needed process of unification across ecological disciplines ."
